Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"SA2 (UR) by MTW15P Method of Travel to Work (15 travel modes)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

"MTW15P Method of Travel to Work (15 travel modes)","Train","Bus","Ferry","Tram","Taxi","Car, as driver","Car, as passenger","Truck","Motorbike/scooter","Bicycle","Walked only","Other Mode","Worked at home","Did not go to work","Not stated","Not applicable","Total",
"Fairfield",1036,89,4,0,12,2943,339,45,12,17,135,37,87,311,72,9185,14318,
"Fairfield - West",784,98,0,0,3,4178,468,109,25,14,71,27,127,374,84,8838,15207,
"Greenfield Park - Prairiewood",333,79,0,0,6,2131,182,59,3,7,24,17,66,205,24,3620,6756,
"Horsley Park - Kemps Creek",78,16,0,0,4,1313,77,136,0,0,48,22,180,155,34,1611,3663,
"Smithfield - Wetherill Park",624,137,3,4,10,4509,359,123,30,27,96,33,148,441,96,7931,14573,
"St Johns Park - Wakeley",517,107,0,0,0,2856,266,49,7,10,31,25,91,242,46,4767,9020,
"Wetherill Park Industrial",0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,19,36,
"Casula",845,115,4,0,11,4366,314,71,19,9,68,36,172,464,98,5698,12295,
"Chipping Norton - Moorebank",1097,110,4,3,13,5964,342,104,38,19,101,34,277,618,76,5806,14599,
"Holsworthy - Wattle Grove",1971,113,5,0,15,6498,379,86,63,67,261,60,363,841,76,5218,16015,
"Liverpool",1387,225,5,0,23,4895,431,65,22,17,549,37,148,570,141,12929,21448,
"Lurnea - Cartwright",313,99,0,0,9,2254,229,50,22,4,49,14,79,226,81,5511,8938,
"Prestons - Edmondson Park",1042,120,0,6,12,5441,399,84,21,9,55,31,211,497,55,5060,13050,
"Warwick Farm",417,29,0,0,5,963,71,12,9,0,209,7,38,130,38,2807,4741,
"Gymea - Grays Point",1542,34,0,0,11,5572,334,75,46,35,172,29,441,848,62,4779,13991,
"Miranda - Yowie Bay",1344,65,0,0,22,5201,323,56,38,26,410,39,360,789,75,6159,14911,
"Sylvania - Taren Point",759,79,0,0,15,4646,307,69,32,16,95,30,386,551,70,6090,13158,
"Caringbah",957,42,4,0,13,3644,203,55,24,28,258,41,163,551,68,3525,9575,
"Caringbah South",688,28,0,0,0,3828,221,55,25,18,69,23,377,605,44,3641,9614,
"Cronulla - Kurnell - Bundeena",1957,57,14,3,23,7851,361,122,68,100,490,47,610,1115,113,7124,20061,
"Lilli Pilli - Port Hacking - Dolans Bay",172,13,0,0,4,1071,62,21,3,0,12,7,141,171,8,839,2521,
"Woolaware - Burraneer",505,17,0,4,4,2547,165,38,21,20,83,14,247,388,46,2099,6195,
"Heathcote - Waterfall",483,4,0,0,9,2033,85,39,9,10,55,12,106,354,11,2024,5234,
"Illawong - Alfords Point",779,48,0,3,3,3858,203,69,13,4,24,22,276,457,30,2855,8645,
"Menai - Lucas Heights - Woronora",1563,103,4,9,13,7637,390,115,34,17,146,48,481,1066,67,5350,17035,
"Oyster Bay - Como - Jannali",2552,49,4,0,16,5813,289,97,29,49,112,38,549,1065,55,5847,16561,
"Royal National Park",0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,25,
"Sutherland - Kirrawee",2715,59,0,4,21,5809,309,71,57,55,256,43,373,992,71,6317,17140,
"Engadine",1250,23,0,3,6,5304,246,84,36,21,155,26,330,925,59,4520,12993,
"Loftus - Yarrawarrah",699,15,0,3,5,2237,113,31,14,13,29,11,153,423,16,1939,5698,
"Woronora Heights",323,14,0,0,3,1392,63,25,13,8,25,8,92,201,12,779,2965,
"Total",358098,136672,8875,3183,6465,1114562,83349,18107,14437,16123,89245,11127,91792,161550,19528,1523268,3656387,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
