,lat,lon,SA2_NAME_2016,Train,Bus,Ferry,Tram,Motorcycle,Bicycle,Walk,Car,Train_no,Bus_no,Ferry_no,Tram_no,Motorcycle_no,Bicycle_no,Walk_no,Car_no,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Female,Male,Total,Mgrs,Pros,Trds,Comm,Admn,Sale,Oprt,Lbor,Agri,Mine,Mnfg,Util,Cons,WsTr,ReTr,Accm,Lgst,Info,Fins,Rltr,Tech,Sppt,Publ,Educ,Hlth,Arts,Neg,Nil,1-149,150-299,300-399,400-499,500-599,650-799,800-999,1000-1249,1250-1500,1500-1749,1750-1999,2000-2999,3000+,0-1,1-2.5,2.5-5,5-10,10-20,20-30,30-50,50-100,100-250,250+,BHHK,BKTN,CITY,ESUB,INSW,INWS,NSYD,NBEA,OUSW,OUWS,PARR,RYDE,STWS,SUTH
0,-33.855601,151.20821999999998,Potts Point - Woolloomooloo,36.944324557617605,9.210185584807942,0.40569702201122143,0.07768666378938283,2.7017695295640918,2.8312473025463962,12.645662494605093,35.183426845058264,4280.0,1067.0,47.0,9.0,313.0,328.0,1465.0,4076.0,2.054324377328888,9.291037458325162,17.7976073739949,16.66993528142773,10.384389095901158,7.942733869386154,6.8444793096685625,5.834477348499706,5.844283192782899,4.667581878799765,4.309668562463228,2.868209452833889,1.892527946656207,1.4953912531868996,1.1865071582663267,0.6520886448323201,0.24514610707981957,0.019611688566385566,43.4465186927336,56.55348130726641,20414.0,19.74252491694352,40.6312292358804,7.840531561461795,9.593023255813954,10.647840531561462,6.960132890365449,1.0382059800664452,3.5465116279069764,0.209570380719525,0.21830247991617185,2.2354173943416,0.41914076143905,3.2832692979392246,2.366398882291303,6.6276632902549775,9.203632553265804,2.65455815578065,5.326580509954593,9.963325183374083,2.645826056584003,20.49423681453021,4.2525323087670275,12.251135172895564,6.601466992665037,7.867621376178834,3.3793223891023407,0.4130393340535045,4.797610726313783,1.4742327000063544,2.8785664357882697,4.079557730189999,5.344093537523035,5.00095316769397,5.807968481921586,7.5681514901188285,10.726313782804855,8.851750651331256,9.182182118574062,6.964478617271398,13.662070280231303,13.249030946177797,11.936641288177125,23.321956769055745,36.69379539686707,15.40211779119629,6.939704209328783,2.6166097838452784,1.3039292902774131,0.5250721974271462,0.280038505294478,0.9801347685306729,0.34071550255536626,0.26405451448040884,75.2640545144804,7.879045996592845,1.1158432708688244,2.3764906303236795,7.453151618398637,0.7240204429301533,0.1959114139693356,0.16183986371379896,1.6183986371379897,2.0442930153321974,0.2981260647359455,0.26405451448040884
1,-33.855601,151.20821999999998,Sydney - Haymarket - The Rocks,53.697109529302935,21.40369800242152,2.5990306762051367,0.42715963841436627,0.8950351620956538,1.42719892567208,6.084881906074881,13.46588615981342,150346.0,59928.0,7277.0,1196.0,2506.0,3996.0,17037.0,37703.0,3.9756871440039756,18.291983638518293,22.99017546542299,17.81031384991781,10.332963798310333,5.543025345005543,4.224167590504225,3.9756871440039756,3.402270729003402,2.9817653580029817,2.523032226002523,1.7164264689017166,1.0283267709010284,0.603998623800604,0.409037042700409,0.1529110440001529,0.038227761000038225,0.0,49.66355711882551,50.33644288117449,26158.0,14.836210411852658,25.920891667799374,11.485659915726519,16.81391871686829,8.882696751393231,8.379774364550768,1.366045942639663,12.314802229169498,0.19512900195129002,0.3179880031798801,2.84743802847438,0.37580400375804,2.8185300281853003,2.1536460215364603,8.03642408036424,29.543976295439762,2.3054130230541303,2.33432102334321,10.182843101828432,2.4644070246440704,13.832478138324781,6.475392064753921,3.0208860302088603,3.72913203729132,7.58112307581123,1.7850690178506903,0.9250442116718814,14.973019543826238,2.2763342855847277,5.0423978597016275,8.969301228857752,9.9805015190677,8.683625810547317,7.241645127647033,7.427560876071284,7.599873033147418,4.643359180156895,4.439305309935157,3.069877114224822,6.584138212488097,8.144016687072053,24.426263606739234,34.34791652222145,10.712057130971365,12.376066005685365,9.782985509256049,3.3557512306732304,1.7957429106288565,0.7072037717534494,0.2912015530749497,2.204811758996048,0.5899909766085931,0.37481779690428263,71.94419379468314,5.518150898868606,2.096203234538766,2.838897758034289,8.599986117859373,1.582564031373638,0.2776428125216909,0.34705351565211356,2.2974942736169917,2.4987853126952175,0.4581106406607899,0.5761088359825085
2,-33.887926,151.186923,Newtown - Camperdown - Darlington,24.786474786474784,13.846963846963847,0.06435006435006435,0.0585000585000585,1.0822510822510822,3.4047034047034046,14.513864513864513,42.242892242892246,4237.0,2367.0,11.0,10.0,185.0,582.0,2481.0,7221.0,7.1135973219398325,18.495353037043564,17.927146192133197,13.469585517332511,9.597850504338634,8.003347575210325,6.311941153151566,5.457428533673964,4.20649253402634,3.22864819627362,2.3829449852442406,1.5196229573184161,0.9558208166321632,0.753204422323041,0.427256309738801,0.11892701405100649,0.030832929568779456,0.0,50.95544205706235,49.04455794293766,22704.0,15.027855153203342,43.6142061281337,6.928969359331476,10.647632311977716,12.005571030640668,7.172701949860724,1.4693593314763231,3.1337047353760443,0.17052194543297747,0.0889679715302491,2.6319691577698694,0.4893238434163701,4.233392645314353,2.127817319098458,7.213819691577698,9.504744958481613,2.550415183867141,6.969157769869513,6.4131079478054565,1.4234875444839856,17.534104389086597,3.2547449584816133,6.84311981020166,13.426749703440095,11.209964412811388,3.9145907473309607,0.48569886670264434,12.220968454103911,4.199578079772359,6.686945003188932,5.229848403080998,5.666486778197517,5.514399254280527,5.435902467742727,7.413040278663592,9.571701908453123,8.060638767600452,7.417946327822205,5.455526664377177,10.400824216258647,6.240494529755188,7.617216388108268,12.697825765419315,31.20100576837746,29.315190060641918,10.656707587634966,5.258097914509688,1.641768969087413,0.48809347729625796,0.24404673864812898,0.8800473302765862,0.40040040040040037,0.5219505219505219,69.54096954096954,5.398255398255398,2.2022022022022023,5.348205348205348,8.072358072358073,0.7293007293007293,0.18590018590018592,0.3003003003003003,3.374803374803375,2.5525525525525525,0.8008008008008007,0.572000572000572
3,-33.884366,151.196502,Pyrmont - Ultimo,35.478851771878574,14.521148228121428,0.9303950209577034,3.496126000254033,1.8512638130318813,2.5689063889241712,9.097548583767306,32.055760193064906,11173.0,4573.0,293.0,1101.0,583.0,809.0,2865.0,10095.0,4.882297317473747,19.350022395859252,18.882197780321505,15.652217190066192,10.326979545115215,6.36042402826855,4.792713880455881,4.409495844323894,4.0611158114766335,3.6480366296720255,3.2150500174190015,1.906136465435724,1.2243069725775146,0.7664360722639725,0.39317175135619375,0.12939829791469665,0.0,0.0,50.56744649079143,49.43255350920856,20093.0,17.95965520305696,33.137829912023456,8.868746112147871,12.396694214876034,11.339198435972628,8.131165022660623,1.768417310939305,6.398293788323114,0.1691252466409847,0.13154185849854363,2.5462745466503804,0.507375739922954,3.61740110870995,2.7623790284694167,8.033449215446772,17.28835854552288,3.3449215446772524,5.224090951799305,12.111246828901626,2.273794982617683,16.752795264493095,5.007986469980269,4.002630837169971,6.0509254909330075,6.652259701212064,3.5234426383538477,1.0236220472440944,18.402699662542183,3.1271091113610794,4.971878515185601,6.0517435320584925,5.888638920134983,6.040494938132734,6.034870641169854,7.170978627671541,7.980877390326209,5.860517435320585,5.416197975253093,4.325084364454443,9.488188976377952,8.217097862767154,11.9200440124702,33.4403080872914,24.43609022556391,13.185402530717036,10.278745644599303,3.456812763616358,1.650467632495874,0.5593251421236017,0.24757014487438106,0.825233816247937,0.5112566149430442,0.4664095434568123,73.40568660866445,3.955511705085658,1.6144945735043503,3.7223069333572516,7.866176338685084,1.085299129966813,0.1973271145394206,0.31392950040362366,2.897120818010584,2.7536101892546414,0.6996143151852184,0.5112566149430442
4,-33.886844,151.20171499999998,Redfern - Chippendale,42.56834179080046,7.628089703715829,0.13913897528237026,0.13095432967752496,1.399574398428548,3.0446881650024555,9.870682599443443,35.21853003764937,5201.0,932.0,17.0,16.0,171.0,372.0,1206.0,4303.0,4.649738540537994,18.226786639657043,20.162999952890186,14.735949498280492,8.63522871814199,6.242050219060631,5.591934800018844,4.946530362274461,4.433033400857399,3.5096810665661655,3.038582936825741,1.9691901823149762,1.8467046685824657,1.116502567484807,0.6878032694210204,0.1648843454091487,0.04239883167663824,0.0,48.327995478522986,51.672004521477014,21228.0,14.757230956310257,40.52809867106749,8.060453400503778,10.197168418309737,11.38712759489273,8.034395900286633,1.650308347085903,5.385216711543473,0.1568555083963831,0.22144307067724672,2.601956080457649,0.4613397305775973,3.6999446392323305,2.601956080457649,8.091898874331058,12.382358368702713,3.3308728547702526,6.246539952020668,7.132312234729656,1.9191732792028051,19.34858830042443,4.401181029710279,6.052777265178077,8.885403210924526,9.014578335486252,3.450821184720428,0.7253437263180686,14.598895745371873,2.4899859261665043,5.775684746129696,7.524087907329219,7.220959185882863,5.8244018620764315,6.116704557756847,7.469957778499513,8.628342535455234,7.394175598137924,6.858287322723829,5.039514994045686,8.763667857529502,5.569990256576811,7.181571815718158,22.213188798554654,38.95212285456188,14.534778681120144,9.47606142728094,4.381210478771455,1.824751580849142,0.5600722673893406,0.20776874435411022,0.6684733514001806,0.45041066855073747,0.45041066855073747,69.08063234125233,7.268391768965822,2.101916453236775,3.8240748918131238,8.39883423121081,0.874326591892608,0.27377903382495805,0.21195796167093528,3.1175483529100063,2.6494745208866908,0.7153581206394065,0.582884394595072
5,-33.879825,151.21956,Darlinghurst,30.197433366238897,15.765054294175714,0.24679170779861795,0.10858835143139191,1.826258637709773,2.7147087857847976,13.030602171767027,36.11056268509378,3059.0,1597.0,25.0,11.0,185.0,275.0,1320.0,3658.0,1.551467855815682,7.803790412486064,19.082125603864732,17.61426978818283,11.677814938684504,8.65849126718692,7.422891118543292,6.614641397250093,5.713489409141583,4.459308807134894,4.1806020066889635,2.3875882571534746,1.3192121887774062,0.9940542549238202,0.37160906726124115,0.11148272017837235,0.03716090672612412,0.0,41.594727559639836,58.40527244036016,10776.0,19.843081312410842,43.0527817403709,6.690442225392297,8.302425106990015,10.713266761768901,6.419400855920114,1.1412268188302426,3.8373751783166905,0.16586248492159228,0.07539203860072376,1.9752714113389624,0.2261761158021713,3.272014475271411,2.1712907117008444,6.98130277442702,11.052472858866103,3.121230398069964,5.986127864897467,10.9167671893848,2.382388419782871,21.908926417370324,4.659227985524728,5.156815440289505,6.559107358262968,9.7708082026538,3.618817852834741,0.5051071949713772,4.961275115052195,1.3469525199236727,3.266359860814906,4.478617128746212,5.241890223369626,5.7918958356717924,5.601077562015939,7.85722303288809,9.776630373779325,8.339881019194074,8.631720731844203,6.072510943989225,13.514423616567516,14.61443484117185,8.489294804611468,36.84683335828717,26.471028597095376,15.24180266506962,7.351399910166193,2.6051804162299743,1.2277287019014822,0.44916903728103014,0.26950142236861807,1.0480610869890703,0.49569908149876074,0.24784954074938037,73.21767021431695,8.426884385478933,1.0642950867473393,2.4930747922437675,8.033240997229916,0.6560723137483598,0.17495261699956263,0.26242892549934393,1.8078437089954804,2.405598483743986,0.34990523399912526,0.36448461874908883
6,-33.879825,151.21956,Surry Hills,48.04833078341375,14.279549644972736,0.2667608175434467,0.5609823074810717,1.784943705621592,2.5459966262602487,10.191832411439332,22.32160370326782,12248.0,3640.0,68.0,143.0,455.0,649.0,2598.0,5690.0,1.7924588694705843,8.462966519428974,19.761859035913194,18.513539466103325,11.74060559503233,8.898277959157545,6.856155175724986,6.055950323282761,4.634786505345368,3.9626144292938994,2.682286665386339,2.06772933871071,1.8052621471096602,1.2739261250880225,0.9218359900134434,0.4673196338262595,0.10242622111260483,0.0,42.14574120361469,57.8542587963853,15606.0,18.76437068879336,42.22733180045986,6.767969609117265,8.867339798060582,10.126961911426573,7.107867639708088,1.23962811156653,4.89853044086774,0.15809443507588533,0.17917369308600337,2.7930016863406406,0.5586003372681282,3.1618887015177064,2.6032883642495785,7.746627318718382,12.542158516020235,2.8035413153457,6.882377740303541,9.517284991568296,1.7074198988195615,20.741989881956155,4.700674536256324,5.227655986509275,6.903456998313659,8.790050590219224,2.982715008431703,0.4195070791819612,5.775713536594501,1.5356955577196794,4.674507453741853,6.89190201513222,7.04172597198292,5.22136489624691,5.281294478987189,7.199041126676156,9.289085324743427,8.210352835418384,7.828301745449097,6.232676604989138,13.424226533822758,10.974604839313805,11.599625818521982,29.217337075148116,30.97391123583827,13.439351418771436,8.595780064442366,3.1389668433634754,1.4031805425631432,0.5820600769150815,0.16630287911859476,0.8834840453175347,0.44516390125455285,0.3439902873330636,72.07608255766897,7.284500202347227,1.3051396195872118,2.7316875758802106,8.872925940914609,0.8093889113719142,0.20234722784297854,0.22258195062727643,2.2460542290570618,2.4989882638607854,0.556454876568191,0.4046944556859571
7,-33.897571,151.19556699999998,Erskineville - Alexandria,20.959608323133416,4.2203182374541,0.04895960832313342,0.04406364749082007,1.2974296205630353,2.075887392900857,4.293757649938801,67.05997552019583,4281.0,862.0,10.0,9.0,265.0,424.0,877.0,13697.0,2.397071014092291,7.88201160541586,18.38214976512849,18.610113290964357,13.670903564520586,10.520862116606798,8.407018513401491,6.279358938933408,4.752694114396242,3.412544901906604,2.252003315833103,1.4230450400663166,0.8565902182923459,0.6977065487703785,0.33158331030671456,0.09671179883945842,0.027631942525559547,0.0,48.65723161891612,51.34276838108388,14481.0,18.764344074176076,43.03681263196548,6.958597264298174,7.041219131552373,12.962452951436704,7.1513816212246395,1.551455062884421,2.5337372624621315,0.2033504405926213,0.1646170233368839,2.8372228139827635,0.5810012588360608,4.52212646460734,2.7791226880991577,7.068848649172073,6.400697201510604,4.115425583422097,6.294180304057326,10.235305509828605,2.033504405926213,17.894838772150674,4.173525709305704,7.920983828798296,9.722087731190083,9.373486975888449,3.679674639295052,0.30553009471432935,4.980140543843568,1.8484570730216927,2.9712801710968533,3.3608310418576233,3.6434463794683776,4.560036663611366,4.850290253589979,7.554231591811794,11.228230980751604,10.578979529483654,11.083104185762298,8.402077604644058,15.811182401466544,8.82218148487626,4.336563369471361,9.766861748057181,33.43567111196393,32.91758610764655,10.572771754773099,5.72771754773098,1.8228916818574308,0.5276791710639931,0.20147750167897915,0.6907800057565001,0.4951882649724376,0.5512473138372419,68.99934597776326,6.44679061945249,2.700177520321405,3.8587311968606928,8.315425581612631,0.8221993833504625,0.2802952443240213,0.20554984583761562,3.1019340371858357,2.5226571989161917,1.0557787536204801,0.644679061945249
8,-33.897571,151.19556699999998,Waterloo - Beaconsfield,18.950835475578405,6.579370179948587,0.05623393316195373,0.02410025706940874,1.172879177377892,1.6629177377892033,6.097365038560412,65.45629820051414,2359.0,819.0,7.0,3.0,146.0,207.0,759.0,8148.0,6.427177400681419,15.957130098243525,19.59577916708015,16.648473421322482,9.523336971982403,6.245244947239589,5.037875028943799,4.435844001190831,3.9694353478217725,3.2086269061559327,3.0663888061923195,2.1898051668816776,1.6704707088749957,1.2305249578247495,0.5391816347457907,0.20508749297079154,0.04961794184777216,0.0,48.73168634454476,51.26831365545523,30235.0,17.615743509989233,35.6023447780835,8.954420385213542,9.068070343342505,12.997966263907164,9.103959803804283,2.440483311400885,4.217011604258883,0.15258439824527942,0.25430733040879905,3.1279801640282283,0.46411087799605827,6.249602644796236,3.3187106618348277,9.314005976222264,9.364867442304025,5.009854409053341,4.450378282153983,9.549240256850403,3.1406955305486677,15.8179159514273,4.7873354949456415,6.421260092822176,7.349481848814292,8.703668383241146,2.5240002543073303,0.8062709966405376,16.633072041806642,2.6614408361328854,5.3154162000746545,6.3904441955953715,5.785740948114968,4.856289660321015,5.293019783501307,7.301231802911534,9.488615154908548,7.853676745054125,7.5177304964539005,5.606569615528182,9.90294886151549,4.587532661440836,4.44582427817448,9.878919590189382,37.29897547345545,29.456690468798506,9.785780813411984,5.184725240608507,2.005588326606644,0.9313877677739832,0.1552312946289972,0.8568767463520646,0.5479118470717156,0.4444173870692804,67.41142091805673,10.78168756848898,2.471691221234628,3.1230975283087785,7.098502374284671,0.7853403141361256,0.32265919883112143,0.2130768294167783,2.654328503591867,2.3925483988798244,1.0836478753196153,0.6696700353098747
9,-33.925133,151.213199,Mascot - Eastlakes,25.17086834733894,3.3277310924369745,0.022408963585434174,0.028011204481792715,0.9187675070028011,1.2324929971988796,3.355742296918768,65.94397759103641,4493.0,594.0,4.0,5.0,164.0,220.0,599.0,11771.0,6.829928029754143,10.810027532241705,13.717818673622181,12.669661401729218,9.901946577790659,7.911896826546877,7.052118050524078,6.327585374100372,5.6320340047336135,4.955803506738154,4.091194512872531,3.381152489977298,3.01405593392262,2.1301260686856978,1.1061198860068588,0.36709655605467806,0.10143457469931894,0.0,50.10622887493964,49.89377112506036,20715.0,12.71363067944977,24.160066694456024,11.97165485619008,10.837849103793246,14.747811588161733,9.945810754481034,6.2526052521884115,9.3705710712797,0.08907098957869422,0.08907098957869422,4.435735281018973,0.632404026008729,6.707045515275675,3.4470472966954664,10.572726462991005,10.866660728600696,10.278792197381312,2.716665182150174,6.742673911107152,2.342567025919658,10.136278614055403,4.987975416406877,6.93863008818028,6.591253228823373,10.62616905673822,1.7992339894896232,0.7011301799916283,13.420887400586018,3.4323984930933444,6.467141063206363,8.366471326915027,8.146714106320637,7.456048555881122,8.026370866471327,9.208874005860194,9.878610297195479,6.875261615738802,5.4363750523231475,4.075973210548347,6.02762662201758,2.4801172038509836,5.61122244488978,11.231157968110134,19.49986930382504,43.32142545961488,10.95233946153176,5.898754029798728,1.986581859370916,0.4356539165287096,0.15683540995033546,0.906160146379716,0.29888983774551664,0.3074295473953886,65.01280956447481,15.226302305721607,3.8087105038428692,2.5448334756618274,5.320239111870197,0.6063193851409052,0.3415883859948762,0.11955593509820667,2.9205807002561914,1.6481639624252773,1.1357813834329633,0.7087959009393681
