Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"Main Statistical Area Structure (Main ASGS) (UR) by SA2 (POW) by MTW15P Method of Travel to Work (15 travel modes)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

" UR - Sydney (SA2)"
"MTW15P Method of Travel to Work (15 travel modes)","Train","Bus","Ferry","Tram","Taxi","Car, as driver","Car, as passenger","Truck","Motorbike/scooter","Bicycle","Walked only","Other Mode","Worked at home","Did not go to work","Not stated","Not applicable","Total",
"Gladesville - Huntleys Point",295,355,10,3,8,3974,233,41,45,25,177,27,352,464,45,0,6057,
"Hunters Hill - Woolwich",99,100,8,0,7,1809,107,22,10,14,102,9,293,299,26,0,2904,
"Macquarie Park - Marsfield",7340,3613,22,16,123,26813,1456,47,492,367,1143,156,1077,2803,308,0,45782,
"North Ryde - East Ryde",1673,470,9,0,34,7297,295,22,83,75,147,54,473,661,97,0,11385,
"West Ryde - Meadowbank",555,158,6,3,9,3299,217,38,27,13,265,21,263,415,40,0,5322,
"Putney",15,16,0,0,0,328,27,6,0,4,23,3,111,41,4,0,559,
"Ryde",416,410,4,0,11,4479,309,46,46,23,329,39,419,716,60,0,7313,
"Ashcroft - Busby - Miller",27,17,3,0,0,1178,64,15,8,3,23,7,68,112,16,0,1545,
"Austral - Greendale",25,3,0,0,0,2052,128,148,7,0,123,25,423,171,47,0,3159,
"Cobbitty - Leppington",37,21,0,0,0,2910,218,128,10,3,86,24,404,278,65,0,4197,
"Badgerys Creek",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,
"Cecil Hills",0,4,0,0,4,523,30,21,0,4,11,7,102,41,5,0,750,
"Green Valley",20,22,0,3,9,939,83,20,6,3,43,8,106,149,19,0,1424,
"Hinchinbrook",19,7,0,0,5,800,27,26,0,0,6,10,109,63,21,0,1090,
"Hoxton Park - Carnes Hill - Horningsea Park",22,20,0,0,10,1376,179,15,0,3,44,5,97,189,19,0,1982,
"West Hoxton - Middleton Grange",12,14,0,0,12,914,79,28,0,0,21,7,186,122,16,0,1427,
"Bonnyrigg Heights - Bonnyrigg",25,62,0,0,4,1516,162,26,0,0,33,7,131,208,21,0,2198,
"Bossley Park - Abbotsbury",29,23,0,0,0,1201,92,45,5,0,36,13,190,144,26,0,1816,
"Cabramatta - Lansvale",396,124,0,0,9,4460,617,62,8,23,450,28,127,349,75,0,6743,
"Cabramatta West - Mount Pritchard",29,30,0,0,0,1106,74,32,0,0,46,10,132,120,43,0,1628,
"Canley Vale - Canley Heights",101,29,0,0,6,1609,151,26,11,5,95,17,149,170,45,0,2406,
"Edensor Park",15,11,0,0,4,638,64,26,0,0,26,10,102,81,9,0,979,
"Fairfield",423,110,0,0,10,3696,408,29,14,7,141,16,107,440,76,0,5488,
"Fairfield - West",35,27,0,0,3,1285,85,38,0,8,44,20,125,113,29,0,1804,
"Greenfield Park - Prairiewood",52,118,0,0,0,2326,276,24,10,5,57,4,67,484,31,0,3467,
"Horsley Park - Kemps Creek",12,9,0,5,5,2300,134,104,8,0,43,18,179,157,28,0,3007,
"Smithfield - Wetherill Park",68,48,0,0,0,2680,203,76,19,9,64,12,145,225,45,0,3594,
"St Johns Park - Wakeley",26,28,0,0,0,1098,68,22,4,3,32,9,77,114,14,0,1495,
"Wetherill Park Industrial",295,293,3,3,33,14167,871,334,71,34,33,64,68,588,192,0,17032,
"Casula",66,88,0,5,6,2015,249,17,8,0,71,23,150,315,36,0,3055,
"Chipping Norton - Moorebank",366,140,0,5,16,9864,651,195,45,21,138,41,256,607,153,0,12505,
"Holsworthy - Wattle Grove",185,39,0,0,17,4295,192,43,69,69,264,65,311,389,51,0,5982,
"Liverpool",1597,596,0,0,15,12807,1038,55,43,36,655,42,194,1782,210,0,19082,
"Lurnea - Cartwright",13,9,0,0,4,737,55,21,0,3,27,8,64,86,21,0,1056,
"Prestons - Edmondson Park",176,142,0,0,18,6967,599,187,36,24,76,30,190,457,98,0,9012,
"Warwick Farm",164,29,0,0,5,2547,204,34,16,11,70,10,36,232,44,0,3410,
"Gymea - Grays Point",148,12,0,0,4,1616,109,23,4,11,116,11,353,272,20,0,2711,
"Miranda - Yowie Bay",1033,168,4,5,7,6103,512,47,21,30,378,28,346,1327,87,0,10103,
"Sylvania - Taren Point",186,100,4,3,10,3802,308,51,21,25,99,18,336,483,56,0,5503,
"Caringbah",538,118,4,0,14,7743,539,56,44,68,318,31,193,1052,91,0,10815,
"Caringbah South",23,0,0,0,0,424,20,13,0,7,12,8,273,70,5,0,856,
"Cronulla - Kurnell - Bundeena",354,46,9,0,3,3666,247,49,9,58,470,20,522,599,53,0,6119,
"Lilli Pilli - Port Hacking - Dolans Bay",11,0,0,0,0,123,3,4,0,0,5,5,122,26,0,0,302,
"Woolaware - Burraneer",39,0,0,0,0,1084,56,17,5,11,44,8,205,131,10,0,1614,
"Heathcote - Waterfall",60,3,0,3,0,720,60,14,3,7,47,0,91,152,9,0,1160,
"Illawong - Alfords Point",16,11,0,0,0,760,57,24,6,0,22,8,231,112,14,0,1264,
"Menai - Lucas Heights - Woronora",125,71,0,0,0,3613,236,38,20,19,126,25,396,519,37,0,5227,
"Oyster Bay - Como - Jannali",169,13,0,0,0,1559,111,40,3,12,84,12,435,279,19,0,2731,
"Royal National Park",3,0,0,0,0,42,0,0,0,0,4,0,0,13,0,0,63,
"Sutherland - Kirrawee",619,48,0,5,10,6696,387,78,54,58,266,18,335,806,69,0,9444,
"Engadine",157,20,0,0,3,1819,179,23,3,6,149,8,280,391,22,0,3060,
"Loftus - Yarrawarrah",28,0,0,0,0,358,21,10,0,5,15,5,116,35,6,0,596,
"Woronora Heights",13,0,0,0,0,83,8,7,0,0,17,9,67,15,0,0,223,
"Total",351064,134199,8760,3049,5820,1045383,77708,13398,14015,15757,86709,9312,89212,152083,18262,0,2024730,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
