Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"SA2 (UR) by INCP Total Personal Income (weekly)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

"INCP Total Personal Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)","Not stated","Not applicable","Total",
"Hunters Hill - Woolwich",54,1072,324,340,378,394,445,361,416,501,404,412,321,646,1356,911,0,8331,
"Macquarie Park - Marsfield",115,3369,802,1152,1091,1197,1130,1024,1199,1560,1181,1109,795,1367,461,1406,0,18951,
"North Ryde - East Ryde",42,1085,444,633,762,822,642,625,694,813,559,524,467,816,616,516,0,10062,
"West Ryde - Meadowbank",75,2086,619,929,999,968,986,1127,1360,1669,1187,1046,771,1145,525,773,0,16263,
"Putney",12,373,153,185,193,184,206,189,232,275,201,195,156,252,336,182,0,3330,
"Ryde",119,2679,830,1357,1521,1483,1398,1537,1823,2076,1438,1269,961,1534,903,1666,0,22595,
"Ashcroft - Busby - Miller",124,1476,571,1608,1760,1351,937,1010,1003,731,338,201,99,93,60,1786,0,13143,
"Austral - Greendale",65,792,277,496,770,572,565,561,644,576,372,303,149,202,89,826,0,7261,
"Cobbitty - Leppington",58,1234,418,658,851,790,891,1026,1250,1507,1142,915,614,747,298,1234,0,13644,
"Badgerys Creek",0,4,0,0,0,4,8,0,11,3,0,0,0,0,0,9,0,50,
"Cecil Hills",37,766,250,400,426,332,346,439,509,499,349,336,185,227,127,345,0,5575,
"Green Valley",66,1418,480,948,925,754,682,845,927,855,511,337,224,199,64,648,0,9879,
"Hinchinbrook",57,1315,407,779,834,607,629,839,914,917,605,450,250,288,92,519,0,9502,
"Hoxton Park - Carnes Hill - Horningsea Park",34,1144,383,596,673,549,576,656,836,874,625,450,283,352,74,489,0,8601,
"West Hoxton - Middleton Grange",43,1435,469,724,717,559,729,803,1040,1190,803,653,494,607,169,708,0,11148,
"Bonnyrigg Heights - Bonnyrigg",103,1815,631,1379,1536,1119,926,1049,1089,1007,609,402,223,235,85,682,0,12883,
"Bossley Park - Abbotsbury",131,1758,680,1423,1754,1326,1096,1192,1307,1241,898,598,386,472,197,1040,0,15494,
"Cabramatta - Lansvale",224,3386,915,2394,2406,2136,1588,1667,1554,1111,586,367,228,202,90,1424,0,20281,
"Cabramatta West - Mount Pritchard",107,1988,628,1389,1683,1232,1027,1131,1095,976,496,343,210,207,64,1039,0,13629,
"Canley Vale - Canley Heights",198,2576,854,1942,2094,1549,1113,1362,1354,1156,623,388,197,210,98,1097,0,16821,
"Edensor Park",63,1052,384,794,919,659,521,618,704,670,437,300,181,208,77,428,0,8009,
"Fairfield",145,1615,658,2097,2193,1548,1050,965,1012,847,445,294,160,150,57,1083,0,14318,
"Fairfield - West",121,1928,737,1828,2174,1527,1122,1143,1169,955,571,357,235,235,73,1034,0,15207,
"Greenfield Park - Prairiewood",45,830,319,772,943,625,441,467,516,531,313,253,128,152,57,362,0,6756,
"Horsley Park - Kemps Creek",31,352,128,248,284,252,267,274,312,307,207,194,118,135,106,464,0,3663,
"Smithfield - Wetherill Park",101,1593,663,1592,1844,1409,1027,1121,1215,1129,687,476,258,297,87,1073,0,14573,
"St Johns Park - Wakeley",68,1193,419,912,1120,764,632,619,766,741,406,306,166,202,52,645,0,9020,
"Wetherill Park Industrial",0,12,0,0,3,8,0,3,0,3,5,0,0,0,0,0,0,36,
"Casula",63,1513,547,965,1132,932,824,968,1030,1099,667,562,352,410,168,1065,0,12295,
"Chipping Norton - Moorebank",77,1690,564,895,1122,992,995,1141,1332,1427,999,831,567,773,316,865,0,14599,
"Holsworthy - Wattle Grove",58,1724,656,825,904,1067,928,1107,1387,1673,1326,1087,889,1082,394,911,0,16015,
"Liverpool",172,2341,815,2185,2302,1881,1496,1529,1628,1574,888,567,340,291,117,3318,0,21448,
"Lurnea - Cartwright",89,1009,393,1015,1134,945,657,669,653,591,316,165,110,92,36,1070,0,8938,
"Prestons - Edmondson Park",68,1923,508,808,841,751,791,1009,1258,1341,928,725,502,545,195,857,0,13050,
"Warwick Farm",38,506,151,485,474,416,289,330,396,347,193,132,79,72,29,806,0,4741,
"Gymea - Grays Point",54,1028,718,736,933,991,957,948,1034,1243,1014,910,698,1166,845,711,0,13991,
"Miranda - Yowie Bay",50,1171,559,838,1110,1194,1084,1210,1195,1286,985,874,647,941,536,1240,0,14911,
"Sylvania - Taren Point",53,1209,502,749,969,960,1021,978,1066,1109,787,741,494,777,624,1115,0,13158,
"Caringbah",28,637,343,464,646,793,671,767,820,885,753,642,442,688,234,763,0,9575,
"Caringbah South",34,785,476,505,611,662,718,719,736,768,594,549,444,811,726,477,0,9614,
"Cronulla - Kurnell - Bundeena",70,1236,622,823,1020,1252,1303,1398,1743,2096,1553,1486,1020,1571,1087,1790,0,20061,
"Lilli Pilli - Port Hacking - Dolans Bay",13,218,143,94,111,123,152,169,179,177,144,156,135,239,322,124,0,2521,
"Woolaware - Burraneer",16,478,300,323,349,389,392,404,454,534,425,429,312,475,563,357,0,6195,
"Heathcote - Waterfall",25,354,265,318,359,403,383,423,432,500,331,323,244,351,137,396,0,5234,
"Illawong - Alfords Point",31,808,429,475,522,563,562,603,709,862,604,609,384,689,466,325,0,8645,
"Menai - Lucas Heights - Woronora",56,1424,920,949,1047,1080,1163,1121,1364,1651,1171,1159,840,1423,780,891,0,17035,
"Oyster Bay - Como - Jannali",59,1368,797,950,1033,1118,1047,1057,1251,1450,1003,1074,822,1553,1066,918,0,16561,
"Royal National Park",0,0,0,0,0,0,5,4,5,0,0,0,0,3,0,7,0,25,
"Sutherland - Kirrawee",68,1134,595,880,1181,1378,1148,1237,1471,1736,1311,1146,839,1210,483,1323,0,17140,
"Engadine",34,955,586,772,888,892,1038,991,1152,1259,980,885,682,947,294,635,0,12993,
"Loftus - Yarrawarrah",7,437,287,317,381,400,457,418,477,518,404,413,304,462,201,203,0,5698,
"Woronora Heights",9,272,179,149,168,170,212,189,230,261,219,193,143,278,182,107,0,2965,
"Total",19850,403180,145088,228771,263660,250824,235150,248771,289407,312593,224101,194630,140814,230754,171407,297384,0,3656387,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
